packet_id,timestamp,origin,origin_name,risk,payload_bytes,delivered,hops,latency_s,rssi_dbm,snr_db,n_tx,airtime_s,path
158,2023-10-05T07:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-97.6,16.4,6,3.355,!a76c0004 -> !a76c00ff
159,2023-10-05T07:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-108.6,5.4,6,3.355,!a76c0005 -> !a76c00ff
160,2023-10-05T07:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-54.5,59.5,6,3.355,!a76c0006 -> !a76c00ff
161,2023-10-05T08:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-128.9,-14.9,6,3.355,!a76c0001 -> !a76c00ff
162,2023-10-05T08:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-105.2,8.8,6,3.355,!a76c0002 -> !a76c00ff
163,2023-10-05T08:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-94.2,19.9,6,3.355,!a76c0004 -> !a76c00ff
164,2023-10-05T08:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-95.9,18.2,6,3.355,!a76c0005 -> !a76c00ff
165,2023-10-05T08:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-56.9,57.1,6,3.355,!a76c0006 -> !a76c00ff
166,2023-10-05T09:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-120.3,-6.3,6,3.355,!a76c0001 -> !a76c00ff
167,2023-10-05T09:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-111.1,2.9,6,3.355,!a76c0002 -> !a76c00ff
168,2023-10-05T09:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-104.6,9.4,6,3.355,!a76c0004 -> !a76c00ff
169,2023-10-05T09:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-110.2,3.8,6,3.355,!a76c0005 -> !a76c00ff
170,2023-10-05T09:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-43.2,70.8,6,3.355,!a76c0006 -> !a76c00ff
171,2023-10-05T10:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.561,-108.6,5.5,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
172,2023-10-05T10:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-111.7,2.3,6,3.355,!a76c0002 -> !a76c00ff
173,2023-10-05T10:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-104.1,9.9,6,3.355,!a76c0004 -> !a76c00ff
174,2023-10-05T10:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-112.4,1.6,6,3.355,!a76c0005 -> !a76c00ff
175,2023-10-05T10:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-43.8,70.3,6,3.355,!a76c0006 -> !a76c00ff
176,2023-10-05T11:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.328,-108.1,6.0,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
177,2023-10-05T11:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-99.4,14.6,6,3.355,!a76c0002 -> !a76c00ff
178,2023-10-05T11:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-102.3,11.7,6,3.355,!a76c0004 -> !a76c00ff
179,2023-10-05T11:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-109.1,4.9,6,3.355,!a76c0005 -> !a76c00ff
180,2023-10-05T11:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-60.9,53.2,6,3.355,!a76c0006 -> !a76c00ff
181,2023-10-05T12:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-123.2,-9.2,6,3.355,!a76c0001 -> !a76c00ff
182,2023-10-05T12:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-106.5,7.5,6,3.355,!a76c0002 -> !a76c00ff
183,2023-10-05T12:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-104.3,9.7,6,3.355,!a76c0004 -> !a76c00ff
184,2023-10-05T12:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-112.2,1.8,6,3.355,!a76c0005 -> !a76c00ff
185,2023-10-05T12:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-49.6,64.5,6,3.355,!a76c0006 -> !a76c00ff
186,2023-10-05T13:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-128.1,-14.1,6,3.355,!a76c0001 -> !a76c00ff
187,2023-10-05T13:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-104.9,9.1,6,3.355,!a76c0002 -> !a76c00ff
188,2023-10-05T13:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-101.6,12.4,6,3.355,!a76c0004 -> !a76c00ff
189,2023-10-05T13:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-109.8,4.2,6,3.355,!a76c0005 -> !a76c00ff
190,2023-10-05T13:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.4,60.6,6,3.355,!a76c0006 -> !a76c00ff
191,2023-10-05T14:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-128.7,-14.7,6,3.355,!a76c0001 -> !a76c00ff
192,2023-10-05T14:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-108.6,5.4,6,3.355,!a76c0002 -> !a76c00ff
193,2023-10-05T14:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-101.5,12.5,6,3.355,!a76c0004 -> !a76c00ff
194,2023-10-05T14:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-102.7,11.3,6,3.355,!a76c0005 -> !a76c00ff
195,2023-10-05T14:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-52.6,61.4,6,3.355,!a76c0006 -> !a76c00ff
196,2023-10-05T15:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-130.7,-16.7,6,3.355,!a76c0001 -> !a76c00ff
197,2023-10-05T15:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-107.9,6.1,6,3.355,!a76c0002 -> !a76c00ff
198,2023-10-05T15:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-111.4,2.6,6,3.355,!a76c0004 -> !a76c00ff
199,2023-10-05T15:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-98.5,15.5,6,3.355,!a76c0005 -> !a76c00ff
200,2023-10-05T15:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.6,60.4,6,3.355,!a76c0006 -> !a76c00ff
201,2023-10-05T16:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.099,-108.7,5.3,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
202,2023-10-05T16:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-106.9,7.2,6,3.355,!a76c0002 -> !a76c00ff
203,2023-10-05T16:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-98.8,15.2,6,3.355,!a76c0004 -> !a76c00ff
204,2023-10-05T16:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-95.4,18.6,6,3.355,!a76c0005 -> !a76c00ff
205,2023-10-05T16:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.9,60.1,6,3.355,!a76c0006 -> !a76c00ff
206,2023-10-05T17:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-121.1,-7.1,6,3.355,!a76c0001 -> !a76c00ff
207,2023-10-05T17:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-119.4,-5.4,6,3.355,!a76c0002 -> !a76c00ff
208,2023-10-05T17:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-103.4,10.7,6,3.355,!a76c0004 -> !a76c00ff
209,2023-10-05T17:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-110.3,3.7,6,3.355,!a76c0005 -> !a76c00ff
210,2023-10-05T17:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-48.0,66.0,6,3.355,!a76c0006 -> !a76c00ff
211,2023-10-05T18:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-124.1,-10.0,6,3.355,!a76c0001 -> !a76c00ff
212,2023-10-05T18:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-105.5,8.5,6,3.355,!a76c0002 -> !a76c00ff
213,2023-10-05T18:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-94.3,19.7,6,3.355,!a76c0004 -> !a76c00ff
214,2023-10-05T18:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-105.0,9.0,6,3.355,!a76c0005 -> !a76c00ff
215,2023-10-05T18:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-49.4,64.6,6,3.355,!a76c0006 -> !a76c00ff
216,2023-10-05T19:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-129.0,-15.0,6,3.355,!a76c0001 -> !a76c00ff
217,2023-10-05T19:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-98.6,15.4,6,3.355,!a76c0002 -> !a76c00ff
218,2023-10-05T19:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-107.9,6.1,6,3.355,!a76c0004 -> !a76c00ff
219,2023-10-05T19:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-106.1,8.0,6,3.355,!a76c0005 -> !a76c00ff
220,2023-10-05T19:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-45.6,68.4,6,3.355,!a76c0006 -> !a76c00ff
221,2023-10-05T20:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-126.0,-12.0,6,3.355,!a76c0001 -> !a76c00ff
222,2023-10-05T20:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-112.4,1.6,6,3.355,!a76c0002 -> !a76c00ff
223,2023-10-05T20:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-97.5,16.5,6,3.355,!a76c0004 -> !a76c00ff
224,2023-10-05T20:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-109.6,4.4,6,3.355,!a76c0005 -> !a76c00ff
225,2023-10-05T20:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-58.6,55.4,6,3.355,!a76c0006 -> !a76c00ff
226,2023-10-05T21:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-129.9,-15.9,6,3.355,!a76c0001 -> !a76c00ff
227,2023-10-05T21:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-104.9,9.1,6,3.355,!a76c0002 -> !a76c00ff
228,2023-10-05T21:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-97.4,16.6,6,3.355,!a76c0004 -> !a76c00ff
229,2023-10-05T21:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-115.3,-1.3,6,3.355,!a76c0005 -> !a76c00ff
230,2023-10-05T21:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-60.4,53.6,6,3.355,!a76c0006 -> !a76c00ff
231,2023-10-05T22:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-119.3,-5.3,6,3.355,!a76c0001 -> !a76c00ff
232,2023-10-05T22:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-105.7,8.3,6,3.355,!a76c0002 -> !a76c00ff
233,2023-10-05T22:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-100.4,13.7,6,3.355,!a76c0004 -> !a76c00ff
234,2023-10-05T22:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-108.3,5.7,6,3.355,!a76c0005 -> !a76c00ff
235,2023-10-05T22:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-37.2,76.8,6,3.355,!a76c0006 -> !a76c00ff
236,2023-10-05T23:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.476,-101.5,12.6,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
237,2023-10-05T23:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-114.1,-0.1,6,3.355,!a76c0002 -> !a76c00ff
238,2023-10-05T23:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-103.1,10.9,6,3.355,!a76c0004 -> !a76c00ff
239,2023-10-05T23:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-97.6,16.4,6,3.355,!a76c0005 -> !a76c00ff
240,2023-10-05T23:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-50.9,63.1,6,3.355,!a76c0006 -> !a76c00ff
241,2023-10-06T00:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.728,-87.4,26.6,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
242,2023-10-06T00:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-110.6,3.5,6,3.355,!a76c0002 -> !a76c00ff
243,2023-10-06T00:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-104.0,10.1,6,3.355,!a76c0004 -> !a76c00ff
244,2023-10-06T00:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-109.9,4.1,6,3.355,!a76c0005 -> !a76c00ff
245,2023-10-06T00:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-45.3,68.7,6,3.355,!a76c0006 -> !a76c00ff
246,2023-10-06T01:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.73,-35.8,78.2,6,3.355,!a76c0001 -> !a76c0006 -> !a76c00ff
247,2023-10-06T01:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-123.0,-9.0,6,3.355,!a76c0002 -> !a76c00ff
248,2023-10-06T01:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-105.2,8.8,6,3.355,!a76c0004 -> !a76c00ff
249,2023-10-06T01:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-112.8,1.3,6,3.355,!a76c0005 -> !a76c00ff
250,2023-10-06T01:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-57.0,57.0,6,3.355,!a76c0006 -> !a76c00ff
251,2023-10-06T02:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.178,-117.6,-3.6,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
252,2023-10-06T02:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-104.6,9.4,6,3.355,!a76c0002 -> !a76c00ff
253,2023-10-06T02:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-83.0,31.0,6,3.355,!a76c0004 -> !a76c00ff
254,2023-10-06T02:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-107.8,6.2,6,3.355,!a76c0005 -> !a76c00ff
255,2023-10-06T02:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-46.0,68.0,6,3.355,!a76c0006 -> !a76c00ff
256,2023-10-06T03:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.264,-84.8,29.2,6,3.355,!a76c0001 -> !a76c0003 -> !a76c00ff
257,2023-10-06T03:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-107.9,6.1,6,3.355,!a76c0002 -> !a76c00ff
258,2023-10-06T03:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-105.2,8.8,6,3.355,!a76c0004 -> !a76c00ff
259,2023-10-06T03:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-115.1,-1.1,6,3.355,!a76c0005 -> !a76c00ff
260,2023-10-06T03:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-51.7,62.3,6,3.355,!a76c0006 -> !a76c00ff
261,2023-10-06T04:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-126.0,-12.0,6,3.355,!a76c0001 -> !a76c00ff
262,2023-10-06T04:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-104.5,9.6,6,3.355,!a76c0002 -> !a76c00ff
263,2023-10-06T04:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-108.8,5.2,6,3.355,!a76c0004 -> !a76c00ff
264,2023-10-06T04:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-106.5,7.5,6,3.355,!a76c0005 -> !a76c00ff
265,2023-10-06T04:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-50.7,63.3,6,3.355,!a76c0006 -> !a76c00ff
266,2023-10-06T05:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-124.3,-10.3,6,3.355,!a76c0001 -> !a76c00ff
267,2023-10-06T05:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-106.1,8.0,6,3.355,!a76c0002 -> !a76c00ff
268,2023-10-06T05:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-94.4,19.6,6,3.355,!a76c0004 -> !a76c00ff
269,2023-10-06T05:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-110.9,3.2,6,3.355,!a76c0005 -> !a76c00ff
270,2023-10-06T05:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-48.5,65.5,6,3.355,!a76c0006 -> !a76c00ff
271,2023-10-06T06:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-125.6,-11.5,6,3.355,!a76c0001 -> !a76c00ff
272,2023-10-06T06:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-115.5,-1.5,6,3.355,!a76c0002 -> !a76c00ff
273,2023-10-06T06:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-99.7,14.3,6,3.355,!a76c0004 -> !a76c00ff
274,2023-10-06T06:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-120.0,-6.0,6,3.355,!a76c0005 -> !a76c00ff
275,2023-10-06T06:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.3,60.8,6,3.355,!a76c0006 -> !a76c00ff
276,2023-10-06T07:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,1.93,-105.9,8.1,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
277,2023-10-06T07:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-107.0,7.0,6,3.355,!a76c0002 -> !a76c00ff
278,2023-10-06T07:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-93.6,20.4,6,3.355,!a76c0004 -> !a76c00ff
279,2023-10-06T07:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-109.9,4.1,5,2.796,!a76c0005 -> !a76c00ff
280,2023-10-06T07:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-49.5,64.5,6,3.355,!a76c0006 -> !a76c00ff
281,2023-10-06T08:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-130.7,-16.7,6,3.355,!a76c0001 -> !a76c00ff
282,2023-10-06T08:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-118.5,-4.5,6,3.355,!a76c0002 -> !a76c00ff
283,2023-10-06T08:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-88.6,25.4,6,3.355,!a76c0004 -> !a76c00ff
284,2023-10-06T08:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-112.7,1.4,6,3.355,!a76c0005 -> !a76c00ff
285,2023-10-06T08:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-40.1,73.9,6,3.355,!a76c0006 -> !a76c00ff
286,2023-10-06T09:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,attention,23,True,2,2.164,-103.7,10.3,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
287,2023-10-06T09:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-115.3,-1.2,6,3.355,!a76c0002 -> !a76c00ff
288,2023-10-06T09:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-94.3,19.7,6,3.355,!a76c0004 -> !a76c00ff
289,2023-10-06T09:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-108.8,5.2,6,3.355,!a76c0005 -> !a76c00ff
290,2023-10-06T09:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-47.3,66.8,6,3.355,!a76c0006 -> !a76c00ff
291,2023-10-06T10:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-121.3,-7.3,6,3.355,!a76c0001 -> !a76c00ff
292,2023-10-06T10:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-116.2,-2.1,6,3.355,!a76c0002 -> !a76c00ff
293,2023-10-06T10:00:00Z,!a76c0004,ATG-BLU-04 Garcia,safe,23,True,1,0.559,-98.8,15.2,6,3.355,!a76c0004 -> !a76c00ff
294,2023-10-06T10:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-102.6,11.4,6,3.355,!a76c0005 -> !a76c00ff
295,2023-10-06T10:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-47.6,66.4,6,3.355,!a76c0006 -> !a76c00ff
296,2023-10-06T11:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,1,0.559,-118.9,-4.9,6,3.355,!a76c0001 -> !a76c00ff
297,2023-10-06T11:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-116.9,-2.8,6,3.355,!a76c0002 -> !a76c00ff
298,2023-10-06T11:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-99.9,14.1,6,3.355,!a76c0004 -> !a76c00ff
299,2023-10-06T11:00:00Z,!a76c0005,ATG-BLU-05 Velha,attention,23,True,1,0.559,-106.1,7.9,6,3.355,!a76c0005 -> !a76c00ff
300,2023-10-06T11:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-51.3,62.7,6,3.355,!a76c0006 -> !a76c00ff
301,2023-10-06T12:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,attention,23,True,2,2.556,-108.4,5.6,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
302,2023-10-06T12:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-119.8,-5.8,6,3.355,!a76c0002 -> !a76c00ff
303,2023-10-06T12:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-99.5,14.6,6,3.355,!a76c0004 -> !a76c00ff
304,2023-10-06T12:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-105.2,8.8,6,3.355,!a76c0005 -> !a76c00ff
305,2023-10-06T12:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-47.8,66.2,6,3.355,!a76c0006 -> !a76c00ff
306,2023-10-06T13:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.06,-119.2,-5.2,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
307,2023-10-06T13:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,safe,23,True,1,0.559,-106.2,7.8,5,2.796,!a76c0002 -> !a76c00ff
308,2023-10-06T13:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-99.3,14.7,6,3.355,!a76c0004 -> !a76c00ff
309,2023-10-06T13:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-101.7,12.3,6,3.355,!a76c0005 -> !a76c00ff
310,2023-10-06T13:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-53.8,60.2,6,3.355,!a76c0006 -> !a76c00ff
311,2023-10-06T14:00:00Z,!a76c0001,ATG-BLU-01 Vila Itoupava,safe,23,True,2,2.323,-111.0,3.0,6,3.355,!a76c0001 -> !a76c0002 -> !a76c00ff
312,2023-10-06T14:00:00Z,!a76c0002,ATG-BLU-02 Itoupava Central,attention,23,True,1,0.559,-119.3,-5.3,6,3.355,!a76c0002 -> !a76c00ff
313,2023-10-06T14:00:00Z,!a76c0004,ATG-BLU-04 Garcia,attention,23,True,1,0.559,-94.0,20.1,6,3.355,!a76c0004 -> !a76c00ff
314,2023-10-06T14:00:00Z,!a76c0005,ATG-BLU-05 Velha,safe,23,True,1,0.559,-110.0,4.0,6,3.355,!a76c0005 -> !a76c00ff
315,2023-10-06T14:00:00Z,!a76c0006,ATG-BLU-06 Prainha (regua fluviometrica),attention,23,True,1,0.559,-38.7,75.3,6,3.355,!a76c0006 -> !a76c00ff
